id,title,description,link,section,type,url,alt_text,created_at,image_url
"1089730441260875951"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875951/","","","https://i.pinimg.com/originals/d2/f1/d6/d2f1d678186909c3068afd075a3a710b.jpg"
"1089730441260875935","Water Pattern // @gunklois"," ","","","image","https://www.pinterest.com/pin/1089730441260875935/","","","https://i.pinimg.com/originals/8e/47/9d/8e479d9c496f76d17c71f79e846eb3a4.jpg"
"1089730441260875926"," "," ","","","idea","https://www.pinterest.com/pin/1089730441260875926/","","","https://i.pinimg.com/originals/5e/dc/d3/5edcd3cbdc83219b903252a25e1eb6cd.jpg"
"1089730441260875924","#pink #homescreen #pattern #lockscreen #cute","#pink #homescreen #pattern #lockscreen #cute","","","idea","https://www.pinterest.com/pin/1089730441260875924/","","","https://i.pinimg.com/originals/8b/e7/69/8be769579c090bb8ab092fe1c1071f53.jpg"
"1089730441260875912"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875912/","","","https://i.pinimg.com/originals/99/af/68/99af684c9ddfa0c90c5e29fbbc141b79.jpg"
"1089730441260875903"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875903/","","","https://i.pinimg.com/originals/c2/a6/b9/c2a6b9a94e7b4e8d6962ade66ac4f58d.jpg"
"1089730441260875898"," "," ","https://www.miltonandking.com/wp-content/uploads/2025/08/PB004-PO-Glaze-Powder-1.jpg","","image","https://www.pinterest.com/pin/1089730441260875898/","","","https://i.pinimg.com/originals/2e/e2/70/2ee2705aa7fe1047a7f2c00bae9331ba.jpg"
"1089730441260875895"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875895/","","","https://i.pinimg.com/originals/7c/28/44/7c284418690e418baabee75a0096c45b.jpg"
"1089730441260875891"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875891/","","","https://i.pinimg.com/originals/d3/db/e5/d3dbe5a1e35693fa1060f6150e53d70d.jpg"
"1089730441260875881","cover SOL auftrag"," ","","","image","https://www.pinterest.com/pin/1089730441260875881/","","","https://i.pinimg.com/originals/ad/0d/27/ad0d27889764964a599f9ed5a004f519.jpg"
"1089730441260875870"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875870/","","","https://i.pinimg.com/originals/71/62/9f/71629f387af8ece5f6ae7532c715f349.jpg"
"1089730441260875864","Recently Sold Work — Karma Prints & Artwork","dots","http://www.karmaprintstudio.com/sold/","","image","https://www.pinterest.com/pin/1089730441260875864/","","","https://i.pinimg.com/originals/72/c7/68/72c768b885a176fc39e0e07ed417f36a.png"
"1089730441260875860"," "," ","https://www.instagram.com/p/DXw4NXEiQXL/?igsh=MWIzaWZkbW1ucHl6Zw==","","image","https://www.pinterest.com/pin/1089730441260875860/","","","https://i.pinimg.com/originals/ba/7f/00/ba7f00b16e78900d5118481e4b8a490a.jpg"
"1089730441260875842"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875842/","","","https://i.pinimg.com/originals/8a/6c/30/8a6c30c120d5eee69ade240b09b25786.jpg"
"1089730441260875831","Nature Seamless Textures Midjourney Prompt 😍 buy this prompt on https://promptbase.com/prompt/natur","Nature Seamless Textures Midjourney Prompt 😍 buy this prompt on https://promptbase.com/prompt/nature-seamless-textures This text prompt will help you create seamless textures. Ready textures can be used as a pattern for decorating T-shirts, pillows, mugs and other POD items. #patternprompt #patternprompts #pattern #patternart #patternlove #patterndesign #patternmaking #textures #textureshot #texturestudy #textureprompt #midjourney #midjourneyai #midjourneyart #midjourneyaiart #midjourneya...","https://www.instagram.com/p/C_NTFDutZyb/?img_index=4","","image","https://www.pinterest.com/pin/1089730441260875831/","","","https://i.pinimg.com/originals/ed/b1/a7/edb1a7becefed935c2df2657fee4e8a4.jpg"
"ActN3A2eeGqNkg9T2srmvSxzEXM5CLHSd81haZMTwP9Q-PyRIKWZddeeOFyu7swSO1clYqrtU9Nn6Z0W7ty9f2Y","Skosh 0.6"" x 0.6"" Glass Grid Mosaic Wall & Floor Tile Colour/Finish: Merlot Red","With an elegantly shimmering surface, this neutral glass tile brings a sophisticated sense of serenity to any space. An iridescent shine adds glamour while its subtle texture creates character for the interior walls where you’d like to create dimension and interest. Looking to turn your backsplash or accent wall into a one-of-a-kind glam piece? Look no further than reflective glass tile with a metallic palette. These tiles are suitable for indoor use only, and are perfect for reflecting an updated modern-meets-glam decor. Combined with metallic accessories and fixtures, luminous glass tiles will be the perfect partner for a modern shower, upscale bar or luxurious kitchen backsplash project! With a paper backing that comes with each sheet of tile you have design flexibility in any residenti","https://go.skimresources.com/?id=291659X1778746&url=https://www.wayfair.ca/Apollo-Tile--Skosh-0.6-x-0.6-Glass-Grid-Mosaic-Wall-and-Floor-Tile-APLNB88A-L2970-K~FABG1824.html%3Frefid%3DPSO446-FABG1824_94585076%26device%3Dc%26ptid%3D%257BCriterionId%257D%26targetid%3D%257BTargetID%257D%26network%3D%257Bnetwork%257D%26PiID[]%3D94585076%26refid%3DPSM446-fabg1824_94585076%26costid%3DPSM446%26pin_campaign%3D626757559507%26pin_adgroup%3D2680088865224%26pin_productgroup%3D4260609627505%26device%3Dmobile&xcust=scale","","image","https://www.pinterest.com/pin/ActN3A2eeGqNkg9T2srmvSxzEXM5CLHSd81haZMTwP9Q-PyRIKWZddeeOFyu7swSO1clYqrtU9Nn6Z0W7ty9f2Y/","","","https://i.pinimg.com/originals/66/4a/18/664a18fdf78fd45fb4ae64c06aa517c0.jpg"
"1089730441260875765","Forms+Surfaces: Bonded Quartz","Bonded Quartz, Charcoal, shown in Tilt pattern","https://www.forms-surfaces.com/bonded-quartz?utm_source=&utm_medium=picture&utm_term=%2B%2B%2B&utm_content=&utm_campaign=daily-post","","image","https://www.pinterest.com/pin/1089730441260875765/","","","https://i.pinimg.com/originals/a3/4c/52/a34c5229d7d186b1ed4fcf9ce9c79c31.jpg"
"1089730441260875750","Safavieh Daytona DAY103F Black/Fuchsia Area Rug - 5' 1'' X 7' 6'' Rectangle"," ","https://incrediblerugsanddecor.com/products/safavieh-daytona-day103f-black-fuchsia-area-rug?variant=16030810931271","","image","https://www.pinterest.com/pin/1089730441260875750/","Safavieh Daytona DAY103F Black/Fuchsia Area Rug main image","","https://i.pinimg.com/originals/72/d1/56/72d15649ad6f1ec0e6a497723a38f125.jpg"
"1089730441260875711","Gallery of Design Installation Transports Visitors to Historic Jordanian Site   - 7","Design Installation Transports Visitors to Historic Jordanian Site | ArchDaily","https://www.archdaily.com/929344/design-installation-transports-visitors-to-historic-jordanian-site/5de0d9843312fdb8d30002f1-design-installation-transports-visitors-to-historic-jordanian-site-photo","","image","https://www.pinterest.com/pin/1089730441260875711/","","","https://i.pinimg.com/originals/1c/f2/32/1cf232a33f959df8ddef64a39dc89f33.png"
"1089730441260875701","How To Build Amazing Woodworking Projects With Over 16,000 Easy-To-Follow Plans","Are you looking for an inexpensive way to makeover your outdoor space? Here is a DIY outdoor table tutorial that will add to any deck, patio or yard!","https://medium.com/@ashlejsteinhoff/how-to-build-amazing-woodworking-projects-with-over-16-000-easy-to-follow-plans-a6ef42a37a8c","","image","https://www.pinterest.com/pin/1089730441260875701/","","","https://i.pinimg.com/originals/db/92/5d/db925d1060f06454db5cc93a22a3b015.jpg"
"1089730441260875689"," "," ","","","image","https://www.pinterest.com/pin/1089730441260875689/","","","https://i.pinimg.com/originals/65/12/df/6512df561e88bd8ca7983947aecf7846.jpg"
"1089730441260875679","Layered Wax Type: Become; in orange |  Keetra Dean Dixon","(wax layers not rock layers) Keetra Dean Dixon","http://fromkeetra.com/posts.php?post=063","","image","https://www.pinterest.com/pin/1089730441260875679/","","","https://i.pinimg.com/originals/b4/a7/d6/b4a7d6d748bf39dff86d92fa6e8fd331.jpg"
"1089730441260875650","Screenshot of ferrofluid art by Cosmodernism"," ","https://www.cosmodernism.com/","","idea","https://www.pinterest.com/pin/1089730441260875650/","","","https://i.pinimg.com/originals/d0/d9/07/d0d90763f0bf245487b1799f3ef338bc.jpg"
"1089730441260875648","- leManoosh","leManoosh","https://lemanoosh.com/publication/63539/","","image","https://www.pinterest.com/pin/1089730441260875648/","","","https://i.pinimg.com/originals/fd/3a/25/fd3a25acf989a84ffd3106cefdd29dc2.jpg"
"1089730441260875633","Casalis Leevn | Habitat Matter"," ","https://habitatmatter.com/portfolio/casalis-leevn/","","image","https://www.pinterest.com/pin/1089730441260875633/","","","https://i.pinimg.com/originals/7e/3a/80/7e3a8036552331015f36da79550f8283.png"
"1089730441260875588","Piastrelle in terracotta naturale per cucine e spazi esterni | MOSAIC FACTORY","Porta calore e autenticità nella tua cucina, terrazza o spazio esterno con le nostre cementine in terracotta TERRA, fatte a mano. ​Disponibili in 9 tonalità terrose e 2 finiture naturali – fascino mediterraneo con un design senza tempo. Salva questo pin per idee su pavimenti naturali e interni sostenibili. ​","https://terra-tiles.com/it/","","idea","https://www.pinterest.com/pin/1089730441260875588/","","","https://i.pinimg.com/originals/7d/71/50/7d7150d24d269d6c888430eceeadbddd.jpg"
"1089730441260875569","Plasticiet | Discover Sustainable Surfaces Today","PLASTICIET","https://www.plasticiet.com/","","image","https://www.pinterest.com/pin/1089730441260875569/","","","https://i.pinimg.com/originals/13/2e/ec/132eecd9ce3072056753f5856f2a5cef.webp"
